0,0,1,0,0
1,0,1,0,0
2,0,1,0,0
3,0,1,0,0
4,0,2,0,0
5,0,2,0,0
6,0,2,0,0
7,0,1,0,0
8,0,1,0,0
9,0,1,0,0
10,0,1,0,0
11,0,1,0,0
12,0,1,0,0
13,0,1,0,0
14,0,1,0,0
15,0,1,0,0
16,0,1,0,0
17,0,1,0,0
18,0,1,0,0
19,0,1,0,0
20,0,1,0,0
21,0,1,0,0
22,0,1,0,0
23,0,1,0,0
24,0,1,0,0
25,0,1,0,0
26,0,1,0,0
27,0,1,0,0
28,0,1,0,0
29,0,1,0,0
30,0,1,0,0
31,0,1,0,0
32,-1,1,0,0
33,-1,1,0,0
34,-1,1,0,0
35,-1,1,0,0
36,-1,1,0,0
37,-1,1,0,0
38,-1,1,0,0
39,-1,1,0,0
40,-1,1,0,0
41,-1,1,0,0
42,-1,1,0,0
43,-1,1,0,0
44,-1,1,0,0
45,-2,1,0,0
46,-2,1,0,0
47,-2,1,0,0
48,-2,1,0,0
49,-2,1,0,0
50,-3,1,0,0
51,-3,1,0,0
52,-3,1,0,0
53,-3,1,0,0
54,-3,1,0,0
55,-4,1,0,0
56,-4,1,0,0
57,-4,1,0,0
58,-4,1,0,0
59,-4,1,0,0
60,-4,1,0,0
61,-4,1,0,0
62,-4,1,0,0
63,-4,1,0,0
64,-4,1,0,0
65,-4,1,0,0
66,-4,1,0,0
67,-4,1,0,0
68,-3,1,0,0
69,-3,1,0,0
70,-3,1,0,0
71,-3,1,0,0
72,-3,1,0,0
73,-3,1,0,0
74,-3,1,0,0
75,-2,1,0,0
76,-2,1,0,0
77,-2,1,0,0
78,-2,1,0,0
79,-2,1,0,0
80,-1,1,0,0
81,-1,1,0,0
82,-1,1,0,0
83,-1,1,0,0
84,-1,1,0,0
85,-1,1,0,0
86,-1,1,0,0
87,-1,1,0,0
88,-1,1,0,0
89,-1,1,0,0
90,-1,1,0,0
91,-1,1,0,0
92,-1,1,0,0
93,-1,1,0,0
94,-2,1,0,0
95,-2,1,0,0
96,-2,1,0,0
97,-2,1,0,0
98,-2,1,0,0
99,-2,1,0,0
100,-3,1,0,0
101,-3,1,0,0
102,-3,1,0,0
103,-3,1,0,0
104,-3,1,0,0
105,-4,1,0,0
106,-4,1,0,0
107,-4,1,0,0
108,-4,1,0,0
109,-4,1,0,0
110,-5,1,0,0
111,-5,1,0,0
112,-5,1,0,0
113,-5,1,0,0
114,-5,1,0,0
115,-5,1,0,0
